ESTACIONES,MES,AÑO,PRECIP. MES (mm.),ANOMALIA RESPEC. PROMEDIO CLIMATOLOGICO,% RESPECTO PROMEDIO CLIMATOLOGICO,PREC. ACUM. AÑO AGRIC. (mm.),% RESPECTO PROMEDIO CLIMATOLOGICO,Tª  MÁXIMA ABSOL (ºC),Tª  MINIMA ABSOL. (ºC),TEMP. MEDIA DE MEDIAS (ºC),ANOMALIA (ºC)
ALCAÑIZ,5,2019,25.6,-23.9,51.7,289.5,107.1,30,0.8,16,-0.6
ALCAÑIZ,6,2019,5.1,-20.3,20.1,294.6,99.6,41.2,4.9,21.9,1.2
ALCAÑIZ,10,2019,44.5,4.1,110.1,64.6,87.7,29.9,5.9,16.5,1.8
ALCAÑIZ,11,2019,29,-0.3,99,93.6,90.9,24.6,-0.2,10.3,1.3
ALHAMA DE ARAGON,9,2019,59,24.2,169.5,59,169.5,30.8,5.8,18.6,0
ALHAMA DE ARAGON,4,2019,71.2,19.1,136.7,271,100.5,24.4,-2.1,10.6,-0.1
ALHAMA DE ARAGON,7,2019,56.2,35.3,268.9,378,94.2,38.7,10.7,24.7,1.7
ALHAMA DE ARAGON,11,2019,61.6,28.6,186.7,144.8,127.7,20.3,-2.4,8.5,0.2
ALHAMA DE ARAGON,12,2019,30.4,-1.7,94.7,175.2,120.4,18.5,-4,7.5,2.2
ALHAMA DE ARAGON,1,2019,16.2,-10.2,61.4,183.2,106.6,16,-8.4,4.5,0
ALHAMA DE ARAGON,2,2019,5.2,-17.9,22.5,188.4,96.6,24.1,-6.6,7.1,1.2
ALHAMA DE ARAGON,3,2019,11.4,-11.1,50.7,199.8,91.9,26.4,-4.2,9.6,0.8
ALHAMA DE ARAGON,5,2019,39.8,-30.6,56.5,310.8,91.4,31.2,0.4,14.6,-0.4
ALHAMA DE ARAGON,6,2019,11,-29.3,27.3,321.8,84.6,41.3,2.9,21.3,1.6
ALHAMA DE ARAGON,8,2019,61.2,38.7,272,439.2,103.7,37.6,9.6,23.7,0.9
ALHAMA DE ARAGON,10,2019,24.2,-21.4,53.1,83.2,103.5,30.8,3.6,15.2,1.5
ALMUDEVAR,9,2019,43,-2.4,94.7,43,94.7,31,6.6,19.9,0.7
ALMUDEVAR,12,2019,45.4,7.6,120,195,107.6,15.5,-2.7,7.2,1.6
ALMUDEVAR,5,2019,58.2,6,111.5,274,76.4,30.3,0.8,15.3,-0.7
ALMUDEVAR,11,2019,62.8,17.2,137.7,149.6,104.3,22.7,-2.7,8.7,-0.3
ALMUDEVAR,1,2019,23.2,-4,85.3,159.4,76.5,15.6,-2.9,4.9,-0.3
ALMUDEVAR,2,2019,0.8,-24.4,3.2,160.2,68.6,23.6,-2.5,8.3,1.6
ALMUDEVAR,3,2019,6.4,-19.2,25,166.6,64.3,24.6,-2,10.5,0.8
ALMUDEVAR,4,2019,49.2,1.9,104,215.8,70.4,24.2,-0.6,12.1,0.2
ALMUDEVAR,6,2019,6.8,-33.6,16.8,280.8,70.4,40.9,5.7,21.8,1.1
ALMUDEVAR,7,2019,77,54.5,342.8,357.8,84.9,37.4,11.2,24.7,1.5
ALMUDEVAR,8,2019,68.8,47.5,322.6,426.6,96.3,36.8,11,24,1.2
ALMUDEVAR,10,2019,43.8,-8.6,83.6,86.8,88.8,28.2,5.6,16,1.4
ANDORRA,11,2019,34.4,4.1,113.5,87,80.7,21.8,0.5,9,0.4
ANDORRA,2,2019,0.8,-21,3.7,182,102.9,21.2,-1.3,8.4,2.5
ANDORRA,6,2019,5.6,-33.1,14.5,259,76.7,39.3,5.6,21.2,1.5
ANDORRA,7,2019,19,1.8,110.5,278,78.3,36.7,12.8,24.6,1.6
ANDORRA,8,2019,5,-24,17.2,283,73.7,37.6,13.3,23.5,1.1
ANDORRA,12,2019,34.6,11.6,150.4,121.6,93,19,-2.8,8.6,3.2
ANDORRA,1,2019,13.8,-10.5,56.8,181.2,116.8,14.6,-3.1,5.1,0.7
ANDORRA,3,2019,11.8,-9.3,55.9,193.8,97.9,20.8,0.4,10.3,1.1
ANDORRA,9,2019,20.6,-16.7,55.2,20.6,55.2,29,9.3,19.2,0.7
ANDORRA,4,2019,36.6,-6,85.9,230.4,95.8,22.6,-0.6,10.8,0
ANDORRA,5,2019,23,-35.5,39.3,253.4,84.7,27.5,4.1,14.6,-0.6
ANDORRA,10,2019,32,-8.2,79.6,52.6,67.9,28.2,5.7,15.9,1.9
ARAGÚES DEL PUERTO,6,2019,70.8,-6.9,91.1,707,58.8,36.5,1.6,19.1,1.7
ARAGÚES DEL PUERTO,10,2019,111,-42.1,72.5,135.8,51.3,26.1,4.5,13.9,1.4
ARAGÚES DEL PUERTO,9,2019,24.8,-86.8,22.2,24.8,22.2,28.2,5.5,17.8,0.8
ARAGÚES DEL PUERTO,1,2019,137.8,28.7,126.3,377.6,54.9,16.1,-5.2,4.5,0.4
ARAGÚES DEL PUERTO,2,2019,30.2,-54.5,35.7,407.8,52.8,22.3,-4.9,8,3.3
ARAGÚES DEL PUERTO,11,2019,273,117.3,175.3,408.8,97.2,15.5,-4,4.8,-2.9
ARAGÚES DEL PUERTO,3,2019,14,-73.4,16,421.8,49.1,22.2,-1.1,8.8,1.6
ARAGÚES DEL PUERTO,4,2019,118.8,-19.8,85.7,540.6,54.1,20.4,-2.3,8.7,0
ARAGÚES DEL PUERTO,12,2019,177,18.8,111.9,585.8,101.2,16.7,-2.8,6.9,2.1
ARAGÚES DEL PUERTO,5,2019,95.6,-31.2,75.4,636.2,56.5,25.7,-1.1,11.5,-1.6
ARAGÚES DEL PUERTO,7,2019,64.4,-1.8,97.3,771.4,60.8,34.9,8.3,22.3,1.6
ARAGÚES DEL PUERTO,8,2019,57.2,-13.3,81.1,828.6,61.9,32.3,8.5,21.5,0.9
ARANDA DE MONCAYO,3,2019,9.5,-17.5,35.2,150,56.6,24.1,-1.7,9.5,0.5
ARANDA DE MONCAYO,11,2019,48.2,6.9,116.7,108.6,80.5,19.2,-0.9,8,1
ARANDA DE MONCAYO,1,2019,10.8,-21.7,33.2,127.4,61.6,15.2,-3.2,4.4,-0.2
ARANDA DE MONCAYO,2,2019,5.8,-25.4,18.6,133.2,55.9,17.5,-1.1,6,1.7
ARANDA DE MONCAYO,12,2019,42.5,3,107.6,151.1,86.6,18.9,-4.9,7.4,2.8
ARANDA DE MONCAYO,4,2019,87.3,26.4,143.3,237.3,72.8,22.3,-2.7,9.5,-0.1
ARANDA DE MONCAYO,5,2019,36.5,-30.2,54.7,275.3,70.1,27.5,0.8,13.5,-0.8
ARANDA DE MONCAYO,6,2019,0,-44.6,0,275.3,63,39,3.7,20.4,1.3
ARANDA DE MONCAYO,9,2019,28.1,-13.8,67.1,28.1,67.1,29.6,6.6,17.9,0.9
ARANDA DE MONCAYO,7,2019,35.3,7.7,127.9,326.3,70.2,36.2,10.8,23.4,2
ARANDA DE MONCAYO,8,2019,39,9.3,131.2,367.9,74.4,35.9,11.3,22.5,1.3
ARANDA DE MONCAYO,10,2019,26.6,-25.1,51.5,56.7,60.6,29.4,4.6,14.6,2.1
BAILO,4,2019,89.6,6.1,107.3,368,61.2,22,-0.1,10.2,-0.2
BAILO,12,2019,129.8,35.5,137.6,407,116.3,15.3,-2.7,6.6,2
BAILO,8,2019,38.4,-18.5,67.5,619,72.2,34.9,9.1,22.5,0.6
BAILO,9,2019,24.8,-45.7,35.2,24.8,35.2,29.7,6.1,18.5,0.6
BAILO,1,2019,70.2,9.4,115.5,242.6,59.1,14.8,-4.4,4.1,0.2
BAILO,2,2019,20,-40.1,33.3,262.6,55.8,22.5,-0.8,7.6,2.2
BAILO,11,2019,178.4,85.4,191.8,277.2,108.5,17.2,-2.4,6.4,-1.5
BAILO,3,2019,15.8,-30.9,33.8,278.4,53.8,23.6,-1.3,9.3,1
BAILO,5,2019,86.6,-7.3,92.2,454.6,65.4,27.3,-1.1,12.9,-1.7
BAILO,6,2019,70,2.8,104.2,524.6,68.8,38.3,3,20.1,1
BAILO,7,2019,55.4,16.5,142.4,580.6,72.5,36.8,9,23.5,1.4
BAILO,10,2019,74,-18.1,80.3,98.8,60.8,27.2,4.9,14.7,1.4
BALLOBAR,10,2019,64.4,23.7,158.2,70,89.5,30.6,6.6,16.9,0.9
BALLOBAR,8,2019,10.2,-11.4,47.2,328,97,39.9,13.7,26,0.4
BALLOBAR,12,2019,30.8,5.8,123.2,118.4,91.9,18.7,0.4,8.7,2.2
BALLOBAR,1,2019,12.2,-12,50.4,204.2,133.5,17.9,-3.9,5.1,-1.2
BALLOBAR,2,2019,0.4,-11.8,3.3,204.6,123.8,23.3,-3,8.5,0.2
BALLOBAR,3,2019,1.8,-23.6,7.1,206.4,108.3,24.6,0,11.9,-0.3
BALLOBAR,4,2019,45.2,17.7,164.4,251.6,115.4,25.7,2.6,13.7,-0.7
BALLOBAR,5,2019,33.6,-16.9,66.5,285.2,106.2,29.8,4.2,17.3,-0.9
BALLOBAR,6,2019,5,-32.6,13.3,290.2,94.8,42.2,7.6,23,0.1
BALLOBAR,7,2019,27.6,17.4,270.6,317.8,100.4,39.9,14.4,26.8,1
BALLOBAR,9,2019,5.6,-31.9,14.9,5.6,14.9,32.3,10.2,21.7,0
BALLOBAR,11,2019,17.6,-8,68.8,87.6,84.4,23.5,-2.1,10.4,-0.2
BARBASTRO,2,2019,1.8,-20.6,8,245,101.4,25.1,-6.3,7.9,1.3
BARBASTRO,3,2019,11,-14.8,42.6,256,95.8,24.9,-1.3,10.8,0.7
BARBASTRO,10,2019,103.6,49.5,191.5,123.8,112.6,30.6,5.4,15.8,0.7
BARBASTRO,11,2019,29.8,-14.1,67.9,153.6,99.9,22.1,-3.6,8.9,-0.2
BARBASTRO,12,2019,46.2,8.4,122.2,199.8,104.3,17.7,-0.7,7.8,2.5
BARBASTRO,9,2019,20.2,-35.6,36.2,20.2,36.2,32.2,7.3,20.8,1
BARBASTRO,1,2019,16.4,-11.1,59.6,243.2,111,19.3,-7.5,3.6,-1.3
BARBASTRO,4,2019,56.8,5,109.7,312.8,98,26.5,-0.1,12.7,0.2
BARBASTRO,5,2019,31,-21.7,58.8,343.8,92.5,30.3,-0.6,16,-0.8
BARBASTRO,6,2019,11.6,-23.5,33,355.4,87.3,42.2,4.5,22.2,1
BARBASTRO,7,2019,35.2,14.7,171.7,390.6,91.4,39.7,11.5,25.6,1.5
BARBASTRO,8,2019,53,27.5,207.8,443.6,97.9,39.2,9.9,25,1
BELCHITE,10,2019,31.8,-6.2,83.7,32,45.4,30.9,6.2,16.3,1.8
BELCHITE,2,2019,0.7,-21.2,3.2,125,73.6,23.2,-3.5,7.5,1.5
BELCHITE,9,2019,0.2,-32.3,0.6,0.2,0.6,32.2,10,20.7,-0.5
BELCHITE,1,2019,15.2,-8.3,64.7,124.3,84,17.5,-7.3,5.8,-0.2
BELCHITE,3,2019,7.3,-12.8,36.3,132.3,69.6,25.1,-2.2,11.3,0.7
BELCHITE,4,2019,30.1,-10,75.1,162.4,70.6,26.9,-2,12.8,-0.4
BELCHITE,5,2019,27.4,-23.9,53.4,189.8,67.4,32.1,2.8,16.9,-1.1
BELCHITE,6,2019,7.3,-26.7,21.5,197.1,62.5,42.5,6.2,22.3,-0.3
BELCHITE,7,2019,9.2,-7.3,55.8,206.3,62.2,40.9,12.6,25.9,0.6
BELCHITE,8,2019,22.9,2.8,113.9,229.2,65.1,40.5,12.7,24.9,-0.1
BELCHITE,11,2019,27.2,-3.2,89.5,59.2,58.7,25.3,-1.4,10.3,-0.3
BELCHITE,12,2019,21.9,-1.7,92.8,81.1,65.1,21.1,-3.6,8,1
BELLO,9,2019,20,-11.8,62.9,20,62.9,29.3,2.2,16.4,-1.2
BELLO,11,2019,54.8,23.3,174,112.1,111.2,20,-3.6,6.7,-0.4
BELLO,12,2019,25.4,-0.4,98.4,137.5,108.6,17.1,-6.7,5.7,2.1
BELLO,1,2019,13,-6.6,66.3,188.7,129.1,13.2,-8.8,2.3,-0.6
BELLO,2,2019,2,-19,9.5,190.7,114.1,20.5,-6.6,5.2,1
BELLO,3,2019,16.8,-2.8,85.7,209.5,112.2,23.2,-6.4,6.7,-0.3
BELLO,4,2019,91.4,44.7,195.7,300.9,128.9,21.5,-3.7,8.2,-0.9
BELLO,5,2019,20.8,-31.7,39.6,332.3,116.2,27.8,-2.9,11.3,-0.7
BELLO,6,2019,4.4,-31.8,12.2,336.7,104.5,37.7,-0.8,18.5,0.1
BELLO,7,2019,28.8,7.8,137.1,369.2,107.6,36.4,7.2,22.4,1.4
BELLO,8,2019,29.8,13.4,181.7,405.2,112.7,34.9,6.1,21.3,0.3
BELLO,10,2019,34.4,-3.1,91.7,55.2,79.7,28.2,1.6,13.2,1.9
BENABARRE,9,2019,6,-59.4,9.2,6,9.2,28.4,7.4,18.7,0.5
BENABARRE,10,2019,152.2,81,213.8,158.2,115.8,26.8,5.2,14.4,1
BENABARRE,11,2019,43.4,-12.8,77.2,201.6,104.6,17.7,-2.9,6.6,-1.3
BENABARRE,12,2019,62,10.5,120.4,267.7,109.6,15.2,-1.9,6.6,1.9
BENABARRE,1,2019,21.8,-15.4,58.6,329.7,117.1,14.6,-5.3,3.3,-0.9
BENABARRE,2,2019,4.6,-24.1,16,334.3,107.8,20.1,-5.4,7.3,1.5
BENABARRE,3,2019,2.8,-32.9,7.8,345.3,99.8,21,-0.5,9.5,0.6
BENABARRE,4,2019,70.4,1,101.4,415.7,100.1,22.6,-2,10.6,-0.2
BENABARRE,5,2019,29.8,-48.5,38.1,445.6,90.3,25.9,-0.4,13.4,-1.4
BENABARRE,6,2019,31,-16.3,65.5,476.6,88.1,37.8,4,20.7,1.3
BENABARRE,7,2019,43,14.2,149.3,521.4,91.5,36.2,10.2,23.3,0.5
BENABARRE,8,2019,103.5,58.8,231.5,624.9,101.7,34,10.2,22.6,0.1
BIELSA,11,2019,253.6,130.4,205.8,509,125.2,17.2,-5.2,5.1,-1.3
BIELSA,6,2019,79.4,-14.1,84.9,807,73.9,38.4,1.2,18.2,1.1
BIELSA,7,2019,60,-25.4,70.3,867,73.6,36.5,9.1,22,2.6
BIELSA,10,2019,189.6,33.9,121.8,255.4,90.2,25.6,2.6,12.8,1.6
BIELSA,1,2019,99,25,133.8,434.4,74.3,17.6,-5,4.5,1.8
BIELSA,2,2019,15.8,-54,22.6,450.2,68.8,23.9,-3.4,6.7,1.9
BIELSA,3,2019,3.6,-64.5,5.3,453.8,62.8,24,-3.6,8.9,1.1
BIELSA,4,2019,169,32.9,124.2,622.8,72.5,21.5,-3.5,9.1,0.4
BIELSA,9,2019,65.8,-61.7,51.6,65.8,51.6,29.7,4.7,17.2,2.5
BIELSA,5,2019,104.8,-34.8,75.1,727.6,72.9,27.4,-2.4,12.6,-0.5
BIELSA,12,2019,232.2,127.9,222.6,741.2,145.1,15.7,-3,5.3,2.5
BIELSA,8,2019,54.4,-28.5,65.6,931.6,73.9,33.9,7.6,21,1.7
BIESCAS,11,2019,322.4,190,243.5,558,157.4,14,-5.8,3.7,-2.3
BIESCAS,4,2019,219.8,106.3,193.7,817,96.8,20,-3.1,7.6,-0.1
BIESCAS,8,2019,76.6,3.7,105.1,1169,100.7,30.7,7.5,19.4,0
BIESCAS,6,2019,91.8,12.2,115.3,1018.4,98.8,34.3,0.6,16.4,-0.1
BIESCAS,7,2019,73.6,16.7,129.3,1092.4,100.4,33.3,7.7,20.1,0.5
BIESCAS,10,2019,194.8,62.3,147,235.6,106.1,23.9,2.4,11.6,0.6
BIESCAS,9,2019,40.8,-48.8,45.5,40.8,45.5,26.3,3.8,15.7,0.1
BIESCAS,1,2019,153.6,59.5,163.2,543.2,92.7,16.9,-5.3,3.1,0.9
BIESCAS,2,2019,23,-52.7,30.4,566.2,85.5,21.1,-6.6,5.3,2.3
BIESCAS,3,2019,31,-37.2,45.4,597.2,81.8,20.7,-4.1,7.1,1
BIESCAS,12,2019,306.2,168.6,222.5,864.2,175.6,14.8,-3.6,5.1,2.2
BIESCAS,5,2019,109.6,1.7,101.6,926.6,97.4,23.9,-2.6,10.6,-1.5
BOQUIÑENI,12,2019,17.9,-6.4,73.7,92,69.2,18.9,-2.6,7.5,2.5
BOQUIÑENI,1,2019,17.1,-7.1,70.7,117.1,74.5,15.7,-6.6,5.6,-0.4
BOQUIÑENI,2,2019,5.1,-14.4,26.2,122.2,69.2,24.2,-3.4,7.7,1.2
BOQUIÑENI,3,2019,7.5,-14.5,34.1,129.7,65.3,25.8,-1.1,11.4,0.8
BOQUIÑENI,4,2019,30.9,-8.5,78.4,160.6,67.5,25.1,-0.9,12.6,-0.7
BOQUIÑENI,5,2019,39.6,-11.8,77,200.2,69.2,31.4,2.9,16.3,-0.7
BOQUIÑENI,6,2019,17.6,-9.2,65.7,217.8,68.9,41.8,5.4,22.9,0.3
BOQUIÑENI,7,2019,16.6,3.8,129.7,234.4,71.2,41.8,12.4,25.9,1.9
BOQUIÑENI,10,2019,17.6,-28.8,37.9,25.2,32.6,31,6,16.4,1.9
BOQUIÑENI,8,2019,79,56.4,349.6,313.4,89.1,39.3,11.1,24.5,0.5
BOQUIÑENI,9,2019,7.6,-23.3,24.6,7.6,24.6,32,9.1,20.3,0.3
BOQUIÑENI,11,2019,48.9,17.6,156.2,74.1,68.2,22.8,-0.3,9.7,0.2
BORJA,11,2019,57.1,22.8,166.5,116.6,103.4,22.8,-1.6,9.6,0.6
BORJA,12,2019,12.6,-16.9,42.7,129.2,90.8,20.2,-2.7,7.6,2.1
BORJA,1,2019,28.4,3.1,112.3,154.2,92,16.2,-7.6,6.5,1
BORJA,2,2019,9.6,-14.1,40.5,163.8,85.6,24,-2.4,8,1.5
BORJA,3,2019,9.8,-13.4,42.2,179.4,83.6,24.6,-0.7,11.1,0.4
BORJA,4,2019,55.4,3,105.7,234.8,88,24.3,-2,12.3,-0.7
BORJA,5,2019,54.2,7.9,117.1,294.3,94,29.2,6,15.8,-1.2
BORJA,6,2019,14,-17.3,44.7,308.3,89.5,41.9,5.1,21.9,-0.1
BORJA,9,2019,31.5,-8.4,78.9,31.5,78.9,30.4,7.2,19.5,-0.1
BORJA,7,2019,17,-6.4,72.6,325.3,88.4,39.5,10.9,25,2
BORJA,8,2019,49.6,25.1,202.4,376.9,96,39.6,10.5,23.8,1.3
BORJA,10,2019,25.2,-13.4,65.3,59.5,75.8,27.9,4.7,15.8,1.8
CALAMOCHA,12,2019,23.2,0.9,104,117,93.2,17.6,-6,6.6,2.1
CALAMOCHA,6,2019,0.6,-46.9,1.3,359,106.4,39.5,0.9,20.4,1.8
CALAMOCHA,1,2019,20.4,2.4,113.3,219.4,152.9,14.8,-8.1,3.1,-0.7
CALAMOCHA,2,2019,2.2,-17.2,11.3,221.6,136,23,-5.5,6.8,1.8
CALAMOCHA,3,2019,18.2,-4.5,80.2,239.8,129.2,26,-5.2,8.2,0.3
CALAMOCHA,4,2019,84,42.9,204.4,323.8,142.8,23.2,-2.1,9.8,0
CALAMOCHA,5,2019,34.6,-28.6,54.7,358.4,123.6,29.5,-1.7,13,-0.9
CALAMOCHA,10,2019,27,-10.4,72.2,38.6,55.1,29.4,2.2,14.6,1.8
CALAMOCHA,7,2019,84.6,60.9,357,443.6,122.8,37.4,9.5,23.6,1.6
CALAMOCHA,8,2019,14,-15,48.3,457.6,117.3,37,8.2,22.8,1.2
CALAMOCHA,9,2019,6.4,-26.2,19.6,6.4,19.6,31,4.7,18,0.4
CALAMOCHA,11,2019,55.2,22,166.3,93.8,90.9,21.2,-3.6,7.9,0.3
CALATAYUD,9,2019,21,-8.6,70.9,21,70.9,32.3,7.2,19.6,1
CALATAYUD,10,2019,20,-11.3,63.9,41,67.3,31.7,5.2,16.2,2.4
CALATAYUD,11,2019,38,12.1,146.7,79,91,21.9,-2,9.8,1.2
CALATAYUD,1,2019,11.6,-6.1,65.5,137,107.9,16.7,-6.9,4.7,-0.2
CALATAYUD,12,2019,29.2,6.7,129.8,108.2,99,19.8,-4,8.1,2.7
CALATAYUD,2,2019,5.8,-10.4,35.8,142.8,99.7,24.7,-4,8.3,1.9
CALATAYUD,3,2019,7.7,-10,43.5,150.5,93.5,27.4,-2.8,10.5,1
CALATAYUD,4,2019,62.4,21.3,151.8,212.9,105.4,25.7,-1.4,11.6,0.3
CALATAYUD,5,2019,27.4,-26.2,51.1,240.3,94,31,0.9,15.4,0.1
CALATAYUD,6,2019,13,-23.1,36,253.3,86.8,43,4.9,22.5,2.3
CALATAYUD,7,2019,30.2,8.7,140.5,283.5,90.5,40.4,12,25.5,2.2
CALATAYUD,8,2019,21.4,5.6,135.4,304.9,92.7,38.9,10.5,24.8,2
CANDASNOS,12,2019,36.2,12.3,151.5,124.1,95.8,18,-1.8,7.7,2.7
CANDASNOS,1,2019,10.6,-8.7,54.9,226.1,151.9,16.4,-6.4,3.8,-0.7
CANDASNOS,2,2019,6.3,-11.5,35.4,232.4,139.5,24.3,-3.3,7.6,1.6
CANDASNOS,3,2019,0.8,-17.8,4.3,233.2,125.9,24.3,-1.7,11.1,1.2
CANDASNOS,4,2019,43.9,8.6,124.4,277.1,125.7,25.1,-0.1,12.5,0.3
CANDASNOS,5,2019,47.8,0.5,101.1,324.9,121.3,31,2,16.3,-0.5
CANDASNOS,6,2019,6.9,-20.6,25.1,331.8,112.4,42.2,6.9,21.8,0.7
CANDASNOS,7,2019,34.6,22.1,276.8,366.4,119,39.5,11.1,24.7,0.7
CANDASNOS,8,2019,13.8,-8.4,62.2,380.2,115.2,38.2,12.2,24.3,0.8
CANDASNOS,10,2019,58.2,16.3,138.9,67.5,87.8,31.1,4.4,15.9,1.9
CANDASNOS,11,2019,20.4,-8.3,71.1,87.9,83.2,25.3,-2.8,9.6,0.9
CANDASNOS,9,2019,9.3,-25.7,26.6,9.3,26.6,32.3,8.4,20.1,0.3
CASPE,10,2019,27.8,-9.6,74.3,35,49.6,31,8.5,18.2,1.3
CASPE,1,2019,12.6,-8,61.2,163.4,116.3,16,-2.8,6.5,0.1
CASPE,2,2019,0.2,-17.2,1.1,163.6,103.6,24.1,-0.4,9.7,1.3
CASPE,3,2019,3,-14.6,17,166.6,94.9,25.8,1.7,12.9,1
CASPE,4,2019,23.8,-8.2,74.4,190.4,91.8,25.5,2.1,14.3,-0.2
CASPE,5,2019,14.2,-26.7,34.7,204.6,82.4,31.1,6.8,17.9,-0.6
CASPE,6,2019,7,-20.2,25.7,211.6,76.8,43.2,8.7,24,0.6
CASPE,7,2019,13.8,0.7,105.3,225.4,78.1,40.9,16.4,27.6,1.3
CASPE,8,2019,12.2,-7,63.5,237.6,77.2,41.1,16,26.8,1
CASPE,11,2019,10.6,-17,38.4,45.6,46.5,25.4,1.6,11.6,0.8
CASPE,9,2019,7.2,-25.9,21.8,7.2,21.8,32.9,13.8,22.6,0.8
CASPE,12,2019,26.3,4.5,120.6,87.6,73.1,19.4,0.7,9.3,2.3
CASTEJON DE VALDEJASA,11,2019,69.4,28.8,170.9,145.2,130.5,21.1,0.6,8.5,-0.2
CASTEJON DE VALDEJASA,1,2019,26.3,3.8,116.9,152.5,89.8,13.7,-3.6,5.1,0
CASTEJON DE VALDEJASA,2,2019,6.4,-17.6,26.7,158.9,82,22.8,-0.6,9.2,2.6
CASTEJON DE VALDEJASA,12,2019,24,-12,66.7,169.2,114.9,16.6,-4,7.6,2.3
CASTEJON DE VALDEJASA,3,2019,11.6,-7.7,60.1,170.5,80,25.3,-0.7,10.3,0.4
CASTEJON DE VALDEJASA,4,2019,56.4,17.6,145.4,226.9,90.1,22.6,-0.3,11.2,-0.8
CASTEJON DE VALDEJASA,5,2019,46.8,-2.7,94.5,273.7,90.8,28.6,1.3,14.4,-1
CASTEJON DE VALDEJASA,6,2019,8.6,-24.8,25.7,282.3,84.3,40,5,20.8,0.1
CASTEJON DE VALDEJASA,7,2019,56.2,34.6,260.2,338.5,95,38.7,11.3,25,1.7
CASTEJON DE VALDEJASA,9,2019,40.2,8.8,128,40.2,128,29.8,7.6,19.5,0.7
CASTEJON DE VALDEJASA,8,2019,104,81.7,466.4,442.5,116.8,36.7,10.8,23.7,0.7
CASTEJON DE VALDEJASA,10,2019,35.6,-3.7,90.6,75.8,107.2,27.6,5.6,15.8,1.5
